"","date","county","state","fips","cases","deaths","countyFP"
"9656","2020-03-24","Bradford","Florida",12007,1,0,"007"
"9657","2020-03-24","Brevard","Florida",12009,9,0,"009"
"9658","2020-03-24","Broward","Florida",12011,312,3,"011"
"9659","2020-03-24","Charlotte","Florida",12015,3,0,"015"
"9660","2020-03-24","Citrus","Florida",12017,9,0,"017"
"9661","2020-03-24","Clay","Florida",12019,10,2,"019"
"9662","2020-03-24","Collier","Florida",12021,41,0,"021"
"9663","2020-03-24","Columbia","Florida",12023,3,0,"023"
"9664","2020-03-24","DeSoto","Florida",12027,1,0,"027"
"9665","2020-03-24","Duval","Florida",12031,50,3,"031"
"9666","2020-03-24","Escambia","Florida",12033,13,0,"033"
"9667","2020-03-24","Flagler","Florida",12035,4,0,"035"
"9668","2020-03-24","Hernando","Florida",12053,7,0,"053"
"9669","2020-03-24","Highlands","Florida",12055,4,0,"055"
"9670","2020-03-24","Hillsborough","Florida",12057,95,0,"057"
"9671","2020-03-24","Indian River","Florida",12061,12,0,"061"
"9672","2020-03-24","Jackson","Florida",12063,1,0,"063"
"9673","2020-03-24","Lake","Florida",12069,14,0,"069"
"9674","2020-03-24","Lee","Florida",12071,34,3,"071"
"9675","2020-03-24","Leon","Florida",12073,6,0,"073"
"9676","2020-03-24","Manatee","Florida",12081,16,1,"081"
"9677","2020-03-24","Marion","Florida",12083,4,0,"083"
"9678","2020-03-24","Martin","Florida",12085,4,0,"085"
"9679","2020-03-24","Miami-Dade","Florida",12086,365,0,"086"
"9680","2020-03-24","Monroe","Florida",12087,3,0,"087"
"9681","2020-03-24","Nassau","Florida",12089,1,0,"089"
"9682","2020-03-24","Okaloosa","Florida",12091,13,0,"091"
"9683","2020-03-24","Orange","Florida",12095,50,1,"095"
"9684","2020-03-24","Osceola","Florida",12097,26,0,"097"
"9685","2020-03-24","Palm Beach","Florida",12099,102,3,"099"
"9686","2020-03-24","Pasco","Florida",12101,16,1,"101"
"9687","2020-03-24","Pinellas","Florida",12103,45,1,"103"
"9688","2020-03-24","Polk","Florida",12105,13,0,"105"
"9689","2020-03-24","Putnam","Florida",12107,2,0,"107"
"9690","2020-03-24","Santa Rosa","Florida",12113,6,1,"113"
"9691","2020-03-24","Sarasota","Florida",12115,26,0,"115"
"9692","2020-03-24","Seminole","Florida",12117,25,0,"117"
"9693","2020-03-24","St. Johns","Florida",12109,24,1,"109"
"9694","2020-03-24","St. Lucie","Florida",12111,6,0,"111"
"9695","2020-03-24","Sumter","Florida",12119,10,0,"119"
"9696","2020-03-24","Unknown","Florida",NA,10,0,NA
"9697","2020-03-24","Volusia","Florida",12127,19,0,"127"
"9698","2020-03-24","Walton","Florida",12131,10,0,"131"
"11027","2020-03-25","Alachua","Florida",12001,46,0,"001"
"11028","2020-03-25","Baker","Florida",12003,5,0,"003"
"11029","2020-03-25","Bay","Florida",12005,3,0,"005"
"11030","2020-03-25","Bradford","Florida",12007,1,0,"007"
"11031","2020-03-25","Brevard","Florida",12009,12,0,"009"
"11032","2020-03-25","Broward","Florida",12011,412,3,"011"
"11033","2020-03-25","Charlotte","Florida",12015,3,0,"015"
"11034","2020-03-25","Citrus","Florida",12017,9,1,"017"
"11035","2020-03-25","Clay","Florida",12019,16,2,"019"
"11036","2020-03-25","Collier","Florida",12021,57,0,"021"
"11037","2020-03-25","Columbia","Florida",12023,3,0,"023"
"11038","2020-03-25","DeSoto","Florida",12027,4,0,"027"
"11039","2020-03-25","Duval","Florida",12031,60,3,"031"
"11040","2020-03-25","Escambia","Florida",12033,17,0,"033"
"11041","2020-03-25","Flagler","Florida",12035,6,0,"035"
"11042","2020-03-25","Gadsden","Florida",12039,1,0,"039"
"11043","2020-03-25","Hernando","Florida",12053,8,0,"053"
"11044","2020-03-25","Highlands","Florida",12055,5,0,"055"
"11045","2020-03-25","Hillsborough","Florida",12057,123,0,"057"
"11046","2020-03-25","Indian River","Florida",12061,12,0,"061"
"11047","2020-03-25","Jackson","Florida",12063,1,0,"063"
"11048","2020-03-25","Lake","Florida",12069,22,0,"069"
"11049","2020-03-25","Lee","Florida",12071,52,3,"071"
"11050","2020-03-25","Leon","Florida",12073,7,0,"073"
"11051","2020-03-25","Manatee","Florida",12081,26,1,"081"
"11052","2020-03-25","Marion","Florida",12083,5,0,"083"
"11053","2020-03-25","Martin","Florida",12085,7,0,"085"
"11054","2020-03-25","Miami-Dade","Florida",12086,489,0,"086"
"11055","2020-03-25","Monroe","Florida",12087,11,0,"087"
"11056","2020-03-25","Nassau","Florida",12089,4,0,"089"
"11057","2020-03-25","Okaloosa","Florida",12091,18,0,"091"
"11058","2020-03-25","Orange","Florida",12095,87,2,"095"
"11059","2020-03-25","Osceola","Florida",12097,39,0,"097"
"11060","2020-03-25","Palm Beach","Florida",12099,139,3,"099"
"11061","2020-03-25","Pasco","Florida",12101,18,1,"101"
"11062","2020-03-25","Pinellas","Florida",12103,54,1,"103"
"11063","2020-03-25","Polk","Florida",12105,15,0,"105"
"11064","2020-03-25","Putnam","Florida",12107,5,0,"107"
"11065","2020-03-25","Santa Rosa","Florida",12113,8,1,"113"
"11066","2020-03-25","Sarasota","Florida",12115,32,1,"115"
"11067","2020-03-25","Seminole","Florida",12117,32,0,"117"
"11068","2020-03-25","St. Johns","Florida",12109,28,1,"109"
"11069","2020-03-25","St. Lucie","Florida",12111,9,0,"111"
"11070","2020-03-25","Sumter","Florida",12119,18,0,"119"
"11071","2020-03-25","Unknown","Florida",NA,1,0,NA
"11072","2020-03-25","Volusia","Florida",12127,28,0,"127"
"11073","2020-03-25","Walton","Florida",12131,13,0,"131"
"12575","2020-03-26","Alachua","Florida",12001,53,0,"001"
"12576","2020-03-26","Baker","Florida",12003,5,0,"003"
"12577","2020-03-26","Bay","Florida",12005,3,0,"005"
"12578","2020-03-26","Bradford","Florida",12007,1,0,"007"
"12579","2020-03-26","Brevard","Florida",12009,14,0,"009"
"12580","2020-03-26","Broward","Florida",12011,505,3,"011"
"12581","2020-03-26","Charlotte","Florida",12015,4,0,"015"
"12582","2020-03-26","Citrus","Florida",12017,11,1,"017"
"12583","2020-03-26","Clay","Florida",12019,20,4,"019"
"12584","2020-03-26","Collier","Florida",12021,67,0,"021"
"12585","2020-03-26","Columbia","Florida",12023,3,0,"023"
"12586","2020-03-26","DeSoto","Florida",12027,5,0,"027"
"12587","2020-03-26","Duval","Florida",12031,82,3,"031"
"12588","2020-03-26","Escambia","Florida",12033,20,0,"033"
"12589","2020-03-26","Flagler","Florida",12035,8,0,"035"
"12590","2020-03-26","Gadsden","Florida",12039,1,0,"039"
"12591","2020-03-26","Hernando","Florida",12053,9,0,"053"
"12592","2020-03-26","Highlands","Florida",12055,5,1,"055"
"12593","2020-03-26","Hillsborough","Florida",12057,151,1,"057"
"12594","2020-03-26","Indian River","Florida",12061,14,0,"061"
"12595","2020-03-26","Jackson","Florida",12063,1,0,"063"
"12596","2020-03-26","Lake","Florida",12069,26,0,"069"
"12597","2020-03-26","Lee","Florida",12071,66,3,"071"
"12598","2020-03-26","Leon","Florida",12073,12,0,"073"
"12599","2020-03-26","Manatee","Florida",12081,25,1,"081"
"12600","2020-03-26","Marion","Florida",12083,5,0,"083"
"12601","2020-03-26","Martin","Florida",12085,11,0,"085"
"12602","2020-03-26","Miami-Dade","Florida",12086,653,0,"086"
"12603","2020-03-26","Monroe","Florida",12087,14,0,"087"
"12604","2020-03-26","Nassau","Florida",12089,5,0,"089"
"12605","2020-03-26","Okaloosa","Florida",12091,21,0,"091"
"12606","2020-03-26","Orange","Florida",12095,118,3,"095"
"12607","2020-03-26","Osceola","Florida",12097,45,0,"097"
"12608","2020-03-26","Palm Beach","Florida",12099,172,3,"099"
"12609","2020-03-26","Pasco","Florida",12101,21,1,"101"
"12610","2020-03-26","Pinellas","Florida",12103,65,1,"103"
"12611","2020-03-26","Polk","Florida",12105,20,0,"105"
"12612","2020-03-26","Putnam","Florida",12107,12,0,"107"
"12613","2020-03-26","Santa Rosa","Florida",12113,12,1,"113"
"12614","2020-03-26","Sarasota","Florida",12115,34,2,"115"
"12615","2020-03-26","Seminole","Florida",12117,40,0,"117"
"12616","2020-03-26","St. Johns","Florida",12109,36,1,"109"
"12617","2020-03-26","St. Lucie","Florida",12111,11,0,"111"
"12618","2020-03-26","Sumter","Florida",12119,24,0,"119"
"12619","2020-03-26","Volusia","Florida",12127,34,0,"127"
"12620","2020-03-26","Walton","Florida",12131,13,0,"131"
"12621","2020-03-26","Washington","Florida",12133,1,0,"133"
"14244","2020-03-27","Alachua","Florida",12001,60,0,"001"
"14245","2020-03-27","Baker","Florida",12003,7,0,"003"
"14246","2020-03-27","Bay","Florida",12005,4,0,"005"
"14247","2020-03-27","Bradford","Florida",12007,1,0,"007"
"14248","2020-03-27","Brevard","Florida",12009,20,0,"009"
"14249","2020-03-27","Broward","Florida",12011,631,10,"011"
"14250","2020-03-27","Charlotte","Florida",12015,8,0,"015"
"14251","2020-03-27","Citrus","Florida",12017,11,1,"017"
"14252","2020-03-27","Clay","Florida",12019,22,4,"019"
"14253","2020-03-27","Collier","Florida",12021,85,0,"021"
"14254","2020-03-27","Columbia","Florida",12023,3,0,"023"
"14255","2020-03-27","DeSoto","Florida",12027,6,0,"027"
"14256","2020-03-27","Duval","Florida",12031,99,3,"031"
"14257","2020-03-27","Escambia","Florida",12033,28,0,"033"
"14258","2020-03-27","Flagler","Florida",12035,12,0,"035"
"14259","2020-03-27","Gadsden","Florida",12039,1,0,"039"
"14260","2020-03-27","Hernando","Florida",12053,12,0,"053"
"14261","2020-03-27","Highlands","Florida",12055,6,1,"055"
"14262","2020-03-27","Hillsborough","Florida",12057,174,2,"057"
"14263","2020-03-27","Indian River","Florida",12061,15,0,"061"
"14264","2020-03-27","Jackson","Florida",12063,1,0,"063"
"14265","2020-03-27","Lake","Florida",12069,32,0,"069"
"14266","2020-03-27","Lee","Florida",12071,95,5,"071"
"14267","2020-03-27","Leon","Florida",12073,15,0,"073"
"14268","2020-03-27","Levy","Florida",12075,1,0,"075"
"14269","2020-03-27","Manatee","Florida",12081,29,1,"081"
"14270","2020-03-27","Marion","Florida",12083,9,0,"083"
"14271","2020-03-27","Martin","Florida",12085,17,0,"085"
"14272","2020-03-27","Miami-Dade","Florida",12086,869,2,"086"
"14273","2020-03-27","Monroe","Florida",12087,19,0,"087"
"14274","2020-03-27","Nassau","Florida",12089,6,0,"089"
"14275","2020-03-27","Okaloosa","Florida",12091,25,0,"091"
"14276","2020-03-27","Orange","Florida",12095,174,4,"095"
"14277","2020-03-27","Osceola","Florida",12097,56,0,"097"
"14278","2020-03-27","Palm Beach","Florida",12099,241,5,"099"
"14279","2020-03-27","Pasco","Florida",12101,25,1,"101"
"14280","2020-03-27","Pinellas","Florida",12103,82,1,"103"
"14281","2020-03-27","Polk","Florida",12105,28,0,"105"
"14282","2020-03-27","Putnam","Florida",12107,12,0,"107"
"14283","2020-03-27","Santa Rosa","Florida",12113,13,1,"113"
"14284","2020-03-27","Sarasota","Florida",12115,43,2,"115"
"14285","2020-03-27","Seminole","Florida",12117,54,0,"117"
"14286","2020-03-27","St. Johns","Florida",12109,42,2,"109"
"14287","2020-03-27","St. Lucie","Florida",12111,17,1,"111"
"14288","2020-03-27","Sumter","Florida",12119,29,0,"119"
"14289","2020-03-27","Suwannee","Florida",12121,1,0,"121"
"14290","2020-03-27","Volusia","Florida",12127,43,0,"127"
"14291","2020-03-27","Walton","Florida",12131,14,0,"131"
"14292","2020-03-27","Washington","Florida",12133,1,0,"133"
"16028","2020-03-28","Alachua","Florida",12001,68,0,"001"
"16029","2020-03-28","Baker","Florida",12003,7,0,"003"
"16030","2020-03-28","Bay","Florida",12005,5,0,"005"
"16031","2020-03-28","Bradford","Florida",12007,1,0,"007"
"16032","2020-03-28","Brevard","Florida",12009,27,0,"009"
"16033","2020-03-28","Broward","Florida",12011,820,11,"011"
"16034","2020-03-28","Charlotte","Florida",12015,16,0,"015"
"16035","2020-03-28","Citrus","Florida",12017,15,1,"017"
"16036","2020-03-28","Clay","Florida",12019,26,4,"019"
"16037","2020-03-28","Collier","Florida",12021,95,0,"021"
"16038","2020-03-28","Columbia","Florida",12023,3,0,"023"
"16039","2020-03-28","DeSoto","Florida",12027,7,0,"027"
"16040","2020-03-28","Duval","Florida",12031,120,3,"031"
"16041","2020-03-28","Escambia","Florida",12033,28,0,"033"
"16042","2020-03-28","Flagler","Florida",12035,13,0,"035"
"16043","2020-03-28","Gadsden","Florida",12039,1,0,"039"
"16044","2020-03-28","Hendry","Florida",12051,1,0,"051"
"16045","2020-03-28","Hernando","Florida",12053,14,0,"053"
"16046","2020-03-28","Highlands","Florida",12055,10,1,"055"
"16047","2020-03-28","Hillsborough","Florida",12057,206,2,"057"
"16048","2020-03-28","Indian River","Florida",12061,16,0,"061"
"16049","2020-03-28","Jackson","Florida",12063,1,0,"063"
"16050","2020-03-28","Lake","Florida",12069,38,0,"069"
"16051","2020-03-28","Lee","Florida",12071,119,6,"071"
"16052","2020-03-28","Leon","Florida",12073,17,0,"073"
"16053","2020-03-28","Levy","Florida",12075,1,0,"075"
"16054","2020-03-28","Manatee","Florida",12081,32,1,"081"
"16055","2020-03-28","Marion","Florida",12083,18,0,"083"
"16056","2020-03-28","Martin","Florida",12085,26,0,"085"
"16057","2020-03-28","Miami-Dade","Florida",12086,1121,3,"086"
"16058","2020-03-28","Monroe","Florida",12087,22,0,"087"
"16059","2020-03-28","Nassau","Florida",12089,7,0,"089"
"16060","2020-03-28","Okaloosa","Florida",12091,31,0,"091"
"16061","2020-03-28","Orange","Florida",12095,213,4,"095"
"16062","2020-03-28","Osceola","Florida",12097,74,0,"097"
"16063","2020-03-28","Palm Beach","Florida",12099,318,6,"099"
"16064","2020-03-28","Pasco","Florida",12101,34,2,"101"
"16065","2020-03-28","Pinellas","Florida",12103,111,4,"103"
"16066","2020-03-28","Polk","Florida",12105,37,0,"105"
"16067","2020-03-28","Putnam","Florida",12107,12,0,"107"
"16068","2020-03-28","Santa Rosa","Florida",12113,16,1,"113"
"16069","2020-03-28","Sarasota","Florida",12115,50,2,"115"
"16070","2020-03-28","Seminole","Florida",12117,68,0,"117"
"16071","2020-03-28","St. Johns","Florida",12109,50,2,"109"
"16072","2020-03-28","St. Lucie","Florida",12111,22,2,"111"
"16073","2020-03-28","Sumter","Florida",12119,40,0,"119"
"16074","2020-03-28","Suwannee","Florida",12121,1,0,"121"
"16075","2020-03-28","Volusia","Florida",12127,44,1,"127"
"16076","2020-03-28","Walton","Florida",12131,15,0,"131"
"16077","2020-03-28","Washington","Florida",12133,1,0,"133"
"17920","2020-03-29","Alachua","Florida",12001,72,0,"001"
"17921","2020-03-29","Baker","Florida",12003,8,0,"003"
"17922","2020-03-29","Bay","Florida",12005,6,0,"005"
"17923","2020-03-29","Bradford","Florida",12007,2,0,"007"
"17924","2020-03-29","Brevard","Florida",12009,30,0,"009"
"17925","2020-03-29","Broward","Florida",12011,1012,11,"011"
"17926","2020-03-29","Charlotte","Florida",12015,16,0,"015"
"17927","2020-03-29","Citrus","Florida",12017,16,1,"017"
"17928","2020-03-29","Clay","Florida",12019,35,4,"019"
"17929","2020-03-29","Collier","Florida",12021,111,1,"021"
"17930","2020-03-29","Columbia","Florida",12023,3,0,"023"
"17931","2020-03-29","DeSoto","Florida",12027,7,0,"027"
"17932","2020-03-29","Duval","Florida",12031,142,3,"031"
"17933","2020-03-29","Escambia","Florida",12033,37,0,"033"
"17934","2020-03-29","Flagler","Florida",12035,13,0,"035"
"17935","2020-03-29","Gadsden","Florida",12039,1,0,"039"
"17936","2020-03-29","Glades","Florida",12043,1,0,"043"
"17937","2020-03-29","Hendry","Florida",12051,2,0,"051"
"17938","2020-03-29","Hernando","Florida",12053,20,0,"053"
"17939","2020-03-29","Highlands","Florida",12055,12,1,"055"
"17940","2020-03-29","Hillsborough","Florida",12057,225,2,"057"
"17941","2020-03-29","Indian River","Florida",12061,20,0,"061"
"17942","2020-03-29","Jackson","Florida",12063,2,0,"063"
"17943","2020-03-29","Lake","Florida",12069,44,0,"069"
"17944","2020-03-29","Lee","Florida",12071,151,6,"071"
"17945","2020-03-29","Leon","Florida",12073,16,0,"073"
"17946","2020-03-29","Levy","Florida",12075,2,0,"075"
"17947","2020-03-29","Manatee","Florida",12081,38,1,"081"
"17948","2020-03-29","Marion","Florida",12083,22,0,"083"
"17949","2020-03-29","Martin","Florida",12085,27,0,"085"
"17950","2020-03-29","Miami-Dade","Florida",12086,1471,3,"086"
"17951","2020-03-29","Monroe","Florida",12087,23,0,"087"
"17952","2020-03-29","Nassau","Florida",12089,8,0,"089"
"17953","2020-03-29","Okaloosa","Florida",12091,31,0,"091"
"17954","2020-03-29","Orange","Florida",12095,267,4,"095"
"17955","2020-03-29","Osceola","Florida",12097,89,0,"097"
"17956","2020-03-29","Palm Beach","Florida",12099,382,7,"099"
"17957","2020-03-29","Pasco","Florida",12101,35,2,"101"
"17958","2020-03-29","Pinellas","Florida",12103,116,5,"103"
"17959","2020-03-29","Polk","Florida",12105,46,0,"105"
"17960","2020-03-29","Putnam","Florida",12107,12,0,"107"
"17961","2020-03-29","Santa Rosa","Florida",12113,21,2,"113"
"17962","2020-03-29","Sarasota","Florida",12115,61,2,"115"
"17963","2020-03-29","Seminole","Florida",12117,81,0,"117"
"17964","2020-03-29","St. Johns","Florida",12109,59,2,"109"
"17965","2020-03-29","St. Lucie","Florida",12111,24,2,"111"
"17966","2020-03-29","Sumter","Florida",12119,45,0,"119"
"17967","2020-03-29","Suwannee","Florida",12121,2,0,"121"
"17968","2020-03-29","Volusia","Florida",12127,60,1,"127"
"17969","2020-03-29","Wakulla","Florida",12129,1,0,"129"
"17970","2020-03-29","Walton","Florida",12131,15,0,"131"
"17971","2020-03-29","Washington","Florida",12133,1,0,"133"
"19900","2020-03-30","Alachua","Florida",12001,80,0,"001"
"19901","2020-03-30","Baker","Florida",12003,8,0,"003"
"19902","2020-03-30","Bay","Florida",12005,6,0,"005"
"19903","2020-03-30","Bradford","Florida",12007,2,0,"007"
"19904","2020-03-30","Brevard","Florida",12009,32,0,"009"
"19905","2020-03-30","Broward","Florida",12011,1137,12,"011"
"19906","2020-03-30","Charlotte","Florida",12015,20,0,"015"
"19907","2020-03-30","Citrus","Florida",12017,17,2,"017"
"19908","2020-03-30","Clay","Florida",12019,34,5,"019"
"19909","2020-03-30","Collier","Florida",12021,127,1,"021"
"19910","2020-03-30","Columbia","Florida",12023,3,0,"023"
"19911","2020-03-30","DeSoto","Florida",12027,7,2,"027"
"19912","2020-03-30","Duval","Florida",12031,163,4,"031"
"19913","2020-03-30","Escambia","Florida",12033,81,0,"033"
"19914","2020-03-30","Flagler","Florida",12035,15,0,"035"
"19915","2020-03-30","Gadsden","Florida",12039,1,0,"039"
"19916","2020-03-30","Glades","Florida",12043,3,0,"043"
"19917","2020-03-30","Hendry","Florida",12051,3,0,"051"
"19918","2020-03-30","Hernando","Florida",12053,21,0,"053"
"19919","2020-03-30","Highlands","Florida",12055,14,1,"055"
"19920","2020-03-30","Hillsborough","Florida",12057,272,2,"057"
"19921","2020-03-30","Holmes","Florida",12059,1,0,"059"
"19922","2020-03-30","Indian River","Florida",12061,25,0,"061"
"19923","2020-03-30","Jackson","Florida",12063,2,0,"063"
"19924","2020-03-30","Lake","Florida",12069,50,0,"069"
"19925","2020-03-30","Lee","Florida",12071,170,6,"071"
"19926","2020-03-30","Leon","Florida",12073,21,0,"073"
"19927","2020-03-30","Levy","Florida",12075,2,0,"075"
"19928","2020-03-30","Manatee","Florida",12081,42,1,"081"
"19929","2020-03-30","Marion","Florida",12083,23,0,"083"
"19930","2020-03-30","Martin","Florida",12085,27,0,"085"
"19931","2020-03-30","Miami-Dade","Florida",12086,1700,4,"086"
"19932","2020-03-30","Monroe","Florida",12087,26,0,"087"
"19933","2020-03-30","Nassau","Florida",12089,7,0,"089"
"19934","2020-03-30","Okaloosa","Florida",12091,35,1,"091"
"19935","2020-03-30","Orange","Florida",12095,299,4,"095"
"19936","2020-03-30","Osceola","Florida",12097,94,1,"097"
"19937","2020-03-30","Palm Beach","Florida",12099,462,10,"099"
"19938","2020-03-30","Pasco","Florida",12101,38,2,"101"
"19939","2020-03-30","Pinellas","Florida",12103,129,5,"103"
"19940","2020-03-30","Polk","Florida",12105,63,0,"105"
